uniqueID,drugName,condition,review,rating,date,usefulCount
130767,Levonorgestrel,Birth Control,"""I&#039;m 31, married with 2 kids and was looking for a more permanent form of birth control. Overall I&#039;ve been satisfied with the Mirena, I&#039;ve had it almost 3yrs now. I didn&#039;t have too much discomfort with the insertion, just some mild cramping. The first 6 months my period was very irregular, a lot of spotting but not heavy and now it&#039;s more regular and has remained light which is nice, no cramping. My only compliant would be an increase in acne, that&#039;s really been my only side effect.""",8,10-Oct-11,0
17384,Salicylic acid / sulfur,Acne,"""This is a wonderful product for adult acne. It does not leave your skin overly dry, but rather refreshed and silky smooth. I use it twice a day and have experienced the best skin appearance since I developed acne over 18 years ago.""",10,11-Sep-08,7
211278,Megace ES,Weight Loss,"""I took this drug for 6 months due to weight loss-no appetite-down to 75 pounds.
My old insurance covered--then when new insurance was started in jan 2014, no coverage available.
This was WONDERFUL!!! For the first time in my life, I was hungry, enjoyed food and was always looking forward to my next meal. I would purchase if I could afford because this was the BEST thing that could happen to me--someone who has NO appetite!!  No side effects for me.""",10,11-Oct-16,16
174612,Abreva,Herpes Simplex,"""I gave this a 5 because the product is hit or miss. A couple of times it worked in 2 days and a couple of times it made the sore worse! I mean it doubled it in size! I&#039;m now using a camphor solution and white toothpaste.""",5,8-Oct-15,4
125255,Dulcolax,Constipation,"""I thought I was going to die. I vomited everything in my stomach out on the bathroom floor. I considered calling 911. once I vomited I felt better. Never again will I take this dulcolax.""",1,22-Apr-16,8
7239,Aluminum chloride hexahydrate,Hyperhidrosis,"""Hypercare is incredible for my armpits. Wet spots still show on my T-shirts sometimes, but not a lot. At least they&#039;re not dripping like they used to ...
the downside is that if used too much it will burn. Once every 3 or 4 days is good enough. Another thing is that this doesn&#039;t really work for my hands and feet. Overall, this is great.""",8,3-Aug-10,1
212716,Phenergan,Nausea/Vomiting,"""This medicine helped my nausea, but made me to tired to function properly. It would be great if you have nausea at night time.""",6,1-Jun-11,12
184425,Hydroxyzine,Anxiety,"""I have used it for a few months now. Switched now but it did take the edge off at 75mg. Also helped with panic attacks at high doses.""",6,15-Oct-13,13
83119,Paxil,Anxiety,"""It&#039;s only been one week since starting Paxil (20mg) and I can honestly say I feel great! I have no side effects. I will post once a week and let you know my progress!!""",9,24-Jan-13,94
121664,Venlafaxine,Depression,"""I have taken medications for 10 years, and they have, basically, helped me cope
with depression.  Effexor is outstanding.  I take it in the morning, and it helps all day.""",10,25-Oct-14,82
190866,Tessalon Perles,Cough,"""Ok I am x ems/fire/law enforcement person .I am medically retired from this profession. I drive a commercial vehicle for a living now. I am also a heart patient/diabetic type 2. I get to drive all over the US and Canada. I have read numerous statements that  it doesn&#039;t work or does work. No it may not work for all. I started Monday taking this. It has slowed my hacking down quite a bit. I have not had any side effects of any yet. I&#039;m about to have triple bypass done. I have tried over counter I found only one bottle of med I could legally use that worked. This seems to work for me at this. I will comment at least twice more  . I will use it up to my surgery date and a comment to all to how good it was or bad. Everyone is different meds.""",9,6-Oct-17,3
205463,Pristiq,Depression,"""A little over two years due to a job change and move, I suffered many anxiety/panic attacks.  One of them landed me in the ER.  I was then diagnosed with depression.  I was put on Pristiq and with time it started working.  I took the medication for about 18 months and then very slowly went off.  I don&#039;t like being dependent on medication.  My main reason for going off was my sex drive.  You are very limited as to what you can take while on antidepressants.  I am starting to feel like I am slipping into depression once again so will probably start again.  Pristiq worked wonders for me.""",9,13-Sep-13,63
171641,Wellbutrin,Depression,"""I started on 100 mg to help with the sexual side effects of Celexa.  For the first five months, it worked great (April - September).  At the end of September through to October, I started to have memory and concentration problems.  I started to think I had done things and actually did not.  My last straw was when I &quot;know&quot; I sent an e-mail and eventually found out that I had not.  I &quot;remember&quot; typing and sending the e-mail, but it never happened.  I went to the doctor today and she took me off of it and because of the sexual side effects of Celexa, she started me on Zoloft.  I have tried Paxil in the past, but it gave me hallucinations.  Hope the Zoloft works.""",3,12-Nov-10,16
138905,Phentermine,Weight Loss,"""I have to agree with everyone here. I was prescribed this medication years ago and I lost 2 sizes, got down to a size 10/12 and kept it off for 2 years until I got pregnant with my son. My only side effects were dry mouth, not always wanting to sleep (because I took them too late sometimes) and extreme energy! It was the best medication for weight loss I&#039;ve ever used and now I&#039;m looking to lose the weight again. Although just a note to everyone, if you are going to do something like Ionamin, it&#039;s best to exercise with it...that helps to keep it off. I&#039;m going to see my doctor/nutritionist next month!""",10,29-Apr-10,27
190308,Ortho Tri-Cyclen Lo,Birth Control,"""I have been taking this birth control for about 4 years now and I love it! It was my first birth control which I had received free from Planned Parenthood. I have had literally no side effects and my period is perfectly regulated each month. I would recommend this to anyone. Since its low estrogen I did not see increased breast size or decreased acne.""",10,30-Apr-15,11
63910,Sertraline,Obsessive Compulsive Disorde,"""I switched from Lexapro to Zoloft when we were trying to conceive as it&#039;s preferred for breastfeeding. Although I actually stopped cold turkey when I got pregnant and was fine. I didn&#039;t experience any major side effects from this though. I don&#039;t think it worked quite as well as Lexapro for anxiety but it did the job.""",10,8-Aug-17,1
113383,Bisacodyl,Constipation,"""Does not work. I took it at 8:30 last night. It&#039;s 6:50 in the morning. Correctol should not take this long to work, its a constipation medication. I&#039;ve been suffering from really bad cramps since I&#039;ve taken it. I would have just left it alone and went to the ER instead. They can give you medication that works in minutes.""",1,7-Jun-15,5
179189,Olanzapine,Tourette's Syndrome,"""OK here goes. Never written a review about this stuff. I have been on Zyprexa for 20 years and still taking it. I&#039;m 65 years old, and have had Tourette&#039;s my whole life (as you all have). Zyprexa has given me more relief than any drug I have ever tried, and I&#039;ve tried them all to include the Horrible Haldol.
I have 2 sons in their 40&#039;s and never any sign of Tourette&#039;s. I&#039;ve just had my first grandchild, so I willl pay close attention to him. There has been a price to pay. In the 20 years I&#039;ve taken Zyprexa I&#039;ve gained 45 pounds. I don&#039;t like it much either, but never seriously tried to lose the weight if it is even possible. In the past couple of years, I&#039;ve developed Type II diabetes or I should say &quot;pre-diabetic&quot;.""",9,29-Sep-16,6
179977,Adapalene / benzoyl peroxide,Acne,"""I would highly recommend this product. It takes about a week to kick in and it clears my skin up so well. I still breakout around my period, but other than that if you use it like you&#039;re supposed to it worked for me! I was really depressed and did everything I could to find acne treatments, and I&#039;m very happy with the results so far!""",8,30-Mar-14,34
41055,Acetaminophen / oxycodone,Pain,"""I recently had a 9 mm and 7 mm kidney stone between my kidney and bladder. Too large to pass so I had to have a stent placed to prevent blockage while waiting a week to go back for the procedure to break up the stones to a passable size. I had been given several types of pain meds through I. V. While in the hospital including some that were very powerful including duladid among others. I was sent home for 5 days while waiting for the procedure and was given percocet 10 / 325 1 every 4 hours. Without it I couldn&#039;t have tolerated the pain. Also had very limited side effects, nothing like what the I. V. Meds caused and I felt much safer taking it vs the other more powerful meds. I would recommend this to anyone suffering from kidney stones""",10,6-Feb-16,25
223366,Cetirizine,Urticaria,"""It works great for the symptoms of my allergies and hay fever.  It does make me extremely sleepy though.  But, I suppose that is better then having a pounding headache or a sneezing/coughing attack.""",9,23-Sep-08,43
82707,Paxil,Postmenopausal Symptoms,"""When I first started taking this It was for pre-menopause I was put on Paxel  for hot flashes and night sweats because they were so bad I was having that nearly  50 to 60 hot flashes a day. I now have them about 20 times a day  that&#039;s on a good day. I cannot take anything with hormones due to a genetic disorder that I have. """,4,9-Jul-17,1
139386,Armodafinil,ibromyalgia,"""Now I can get through the day without the fog and work like a normal human being. It is a miracle.""",10,20-Mar-12,63
178697,Victoza,"Diabetes, Type 2","""So far so good,,,been on it for 11 days have lost 3,5 kilos but i have basically removed all sugars and starch from my diet, The great part is i do not crave carbs where as i use to live for them!! I dont eat meat so basically its veggies and fish,, My bs has dropped nicely as well.""",10,11-Jul-16,36
115590,Drixoral Cold and Allergy,Sinus Symptoms,"""Works really well.""",10,12-May-09,3
94533,Abilify,Schizoaffective Disorde,"""I have taken Abilify for 11 years now and although it worked wonders at 1st, I have developed a rather severe case of tardive dyskinesia which makes sitting still almost impossible. I believe that after this length of time of taking it it is losing its efficacy. The parkinsonian like symptoms of the tardive dyskinesia are also embarrassing and make simple things like typing on my phone difficult. It definitely helped with my violent tendencies. Still I am ready to look for an alternative second-generation antipsychotic.""",7,30-Dec-16,5
120363,Montelukast,Allergic Rhinitis,"""I never had allergies until I was an adult. Most of my allergies are at night making it unbearable and hard to sleep. Nasal congestion itchy eyes and mouth. This would continue into the morning. During the day time I would get constant ear pressure and cracking. My doctor put me on singular (generic was given from the pharmacy) and my symptoms have improved significantly but I get nose bleeds more often which is a side effect. I&#039;ve been on it for three months now.  Still get the occasional stuffiness in the morning but much better over all.""",7,26-Oct-15,34
93222,Vortioxetine,Depression,"""I have literally been on every antidepressant made over the last six years trying to get my depression and anxiety under control.  Every single time I had severe adverse side effects, except with Lexapro which worked amazing for about six months.  I had given up on medication, but my symptoms persisted and I hit a low and knew I had to do something.  I am hypersensitive to medication and because of my past side effect issues, my new PCP gave me samples of Brintellix, starting at 5 milligrams.  I immediately felt better and had zero side effects, so when I had a follow-up visit a week later she bumped it up to 10 milligrams.  Two weeks on the new dose and I feel amazing.  I feel like me again. Best med I&#039;ve used!""",9,12-Oct-15,119
216678,Advair Diskus,"Asthma, Maintenance","""I have been fighting my doctors about Advair for about 4 years. About 1 year ago I got sick and I was using my Advair and I chose to stay on everyday. I was doing good then I stopped because I wanted to see if there was any difference, and oh my God, I realize a need Advair everyday. Moral of the story I take Advair everyday now and doing so much better.""",10,28-May-13,37
46220,Modafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,"""So far this medicine works well. One hour after I take the medicine I feel wide awake and more alert than I have felt in years.  About 4.5 to 5 hours I usually get a headache but I will stay awake feeling fine. I have noticed that when I go to sleep I sleep much sounder and longer.""",9,9-Aug-17,1
2985,Claritin-D 24 Hour,Nasal Congestion,"""I started this medication 5 days ago due to post nasal drip, phlegm coughs, runny nose... My doctor told me to take 24 hour. As far as side effects: I experienced slight insomnia...a little longer to fall asleep, my head is not quite clear, I feel a little foggy, when I need to concentrate and a little fatigue. No major side effects. The medication has helped but has not completely &quot;cured&quot; me. So overall, it&#039;s worked but it&#039;s not a miracle.""",8,26-Dec-15,5
51112,Azithromycin,Chlamydia Infection,"""Took two 500mg (1,000 total) in one dose. A little stomach pain but was able to sleep it off. No other side effects. The key to taking this antibiotic is to EAT EAT EAT. Eat something before and eat something after. And drink an entire bottle of water and then some. You&#039;ll be fine! Most people only share negative reviews but my experience with the antibiotic was just fine. And I have the worst anxiety. Just eat and drink water, and you&#039;ll be FINE.""",10,8-Jul-16,23
171026,Quetiapine,,"""Worked well except for the side effects...orthostatic hypotension caused me to faint, restless legs, and overeating.""",9,22-Oct-09,3
181850,Streptokinase,Heart Attack,"""Saved my life. Brilliant stuff.""",10,27-Jun-08,2
3711,Casodex,Prostate Cance,"""My father was given this after a PSA climb following chemo treatment.  Chemo shrank swollen lymph nodes and PSA drops to around 2 but climbed 1 point after Chemo. Taking this medication has made no difference as his PSA. The doctor is switching him to Firmagon as he says it shows aggressive PSA reduction in studies.""",1,3-Feb-10,58
223899,Metadate CD,ADHD,"""7 year old with ADHD, with the HD prevailing. Started 10 mg Metadate CD in the morning and teacher reported night and day difference, but late in the day was night marish. Grouchy, no focus and constantly arguing. Doctor decided that it metabolized quickly and was out of his system too quickly. Started 20 mg in the morning and saw immediate improvement in the afternoons. BUT...vocal and motor tics began, up to 7-10 a minute, and we stopped it right away. Started 0.25 mg Guanfacine to relax the system, up to 3 mg now. Tics have lessened, but still present daily. Tried Adderall, but aggression and moodiness appeared. Back to Metadate CD, paired with Guanfacine, school is better, still some moodiness, but overall an improvement.""",6,21-Nov-09,20
194313,Omnicef,Bronchitis,"""Worst experience ever.  I took one capsule and two hours started diarrhea.  I only took one more tablet 12 hours later. I had diarrhea for 4 weeks.  I had hemorrhoid flair up.  Never again will I take this drug. I think it took about 4 months to get my gut straightened out. Be very cautious of this drug""",1,21-Jan-16,9
186122,Desvenlafaxine,Depression,"""This is the only antidepressant that has ever worked for me. I feel like me again, been about 10 years since I have felt this good.  am back to keeping my house clean and very happy not Debbie downer anymore. I am positive about anything. I have never been this stable in my life, but I have noticed weight loss and am glad as I was over 320lbs now 290lbs and am glad my health is better all around.""",10,29-Nov-14,3
112516,Lunesta,Insomnia,"""So, I&#039;ve tried multiple sleeping aids. Temazepam and trazadone gave me headaches. Benedryl, NyQuil, hydroxyzine increased my restless legs. Melatonin was insufficient at max recommended dosage. Ambien was by-far the best at 10mg, but because I&#039;m only 27, the doctor doesn&#039;t want to prescribe an addictive medication (her words). So I&#039;m on Lunesta. It has a horrible taste of pennies, but if you put it on the back of your tongue and let it slide down while drinking, it doesn&#039;t cause it. But DON&#039;T take a drink and let it swish around, bc it will leave that metallic taste! My insurance doesn&#039;t cover mine, but my pharmacy offers a discount card so I pay $30. 1mg is useless, I have to take 3mg to get any sleep, but better than no sleep.""",7,24-Mar-17,20
208574,Forteo,Osteoporosis,"""I finished my 21 month Forteo injection program 6 months ago. I was disappointed to learn of only a 10% to 14% improvement in my bones.  I was not told so but I believed I would see at least at 50% improvement.  """,4,2-May-09,152
156465,Amethia,Birth Control,"""I have nothing but great results from these pills, I was put on Amethia when I was 15 for very heavy and extremely painful periods so bad I would live on a heating pad for a week and miss school/work a few days each month) I&#039;ve been taking it for 8 years now and have not had any noticeable side effects, no spotting, moodiness, weight gain or acne. My periods are much lighter and shorter, much more manageable. My only complaint is the price, normally my insurance covers it fully but between coverage when my deductible resets I end up paying close to $300 for a 3 month cycle pack.""",10,16-Feb-17,1
165827,Levonorgestrel,Birth Control,"""For YEARS, I&#039;ve been scared about getting an IUD.  I have sensitivities to metals and plastics. I&#039;ve been talking birth control pills for close to 15 years. I&#039;m 32 with no children and started getting migraines with aura because of birth control pills. I reluctantly made the decision to get skyla. The measuring and insertion is the most excruciating pain I&#039;ve ever felt however it was maybe 30 seconds for each. Afterwards I had some pressure and an uncomfortable feeling inside my vagina. Also, felt like I needed to poop something out for an hour but....that was it. Totally worth it so far.""",9,24-Mar-17,4
177414,Duloxetine,Depression,"""Initially went on 10mg Escitalopram for 6 months but besides improving my mood, it worsened my memory, made me apathetic/demotivated and gave me brain fogs all day. 

I then went on Duloxetine and the dosage was increased from 30mg to 120mg over the course of 7 months. Duloxetine increased my motivation, mental energy and attention without any brain fog or memory issues like from Escitalopram. 

But the downside is that Duloxetine started making me robotic, socially withdrawn and hinder my creative thoughts. At 120mg, it started to negatively affecting my memory so the sweet spot for me was 60 - 90mg. Wasn&#039;t perfect but it worked better than Escitalopram for me.""",7,13-Jun-16,33
155710,Metronidazole,Trichomoniasis,"""I had to take 2000 mg of this medicine at once. I was afraid to take it because of the horror stories.  I had no side effects at all.""",10,31-Aug-11,84
45783,Fluoxetine,Depression,"""On Prozac for 6 months. Never been better.""",10,15-Jun-10,48
33344,Microgestin Fe 1 / 20,Acne,"""I was put on birth control to not only reduce my cystic acne, but to regulate my periods. As far as my actual menstrual cycle goes, everything is normal, if not a little bit better because of this pill. But with my acne, things haven&#039;t been going smoothly. If I didn&#039;t have a complicated skin care routine I&#039;m positive my face would be covered in acne. When I first got on the pill, my acne did clear up a bit, but eventually I started breaking out even worse than I did prior to being on the pill. To say the least, I&#039;m extremely disappointed. I&#039;m not using the pill for its intended purpose (I&#039;m not sexually active,) yet this was recommended to me anyways??""",3,17-May-16,1
66301,Valacyclovir,"Herpes Simplex, Suppression","""Absolutely LIFE CHANGING. I suffered from severe cold sores that would stick around for 3 weeks at a time. I immediately take 2 when I feel one coming on and it INSTANTLY stops it from growing. The last cold sore I had was back in September of 2016, so over a year ago. That&#039;s a HUGE win for me. And I was prescribed this drug after I had that last cold sore. I&#039;m not one to write reviews but this has changed my life and I hope it can change yours. I know how awful and depressing it is to get a cold sore so there is hope for us!""",10,16-Sep-17,6
107115,Implanon,Birth Control,"""I had Implanon put in over a year ago, March of 2011 (it&#039;s August 2012 now.)
PROS:
-you can forget about it
-No estrogen (I think that messing with that hormone is really not good.)
-It was MUCH cheaper than anything else. I just had to pay my deductible.
CONS:
-I&#039;ve had my period for what feels like forever. In the beginning, it was just slightly longer than my normal period and slowly increased to where I&#039;m lucky to have 3 days without it in 3 months
-I&#039;ve had minor hair thinning, nothing noticeable to others
-I feel more depressed
-I&#039;ve gotten many more urinary tract infection (probably from such long periods)
-I&#039;ve gained 35 pounds and cannot seem to lose any of it.
It&#039;s good for some and not for others!""",3,13-Aug-12,0
223756,Omalizumab,Urticaria,"""I am 72 years old and have suffered with Chronic Urticaria for 18 months now 24/7 and my antihistamines and prednisone are no longer helping. My Dr. suggested that I try Xolair. I have had my 2nd injections today and have had no decrease in my hives. I have read that it may take 2 or 3 months before it kicks in but I was sure hoping that I would have some relief in the first month, especially because of the cost of this drug. I will continue for a couple more months to give it a fair chance.""",2,7-Jan-16,22
48996,Ethinyl estradiol / levonorgestrel,Birth Control,"""I was prescribed Aubra through planned parenthood and I&#039;ve been on it for about 2 months. I love it so far, I don&#039;t feel any symptoms and no weight gain. I was previously on the depo and I HATED it!! I gained about 25 lbs in less than a year. Birth control is different for everyone so I didn&#039;t know what to expect. I&#039;m hoping this stays this way!""",8,8-Nov-16,3
219094,Subutex,Opiate Dependence,"""Day 5 off Subutex after a quick 2 week detox. Day 3 was the worst upset stomach, aching legs and the lack of sleep but that&#039;s about it, nothing to be scared about it&#039;s all cope able, hot baths and paracetamol. Just don&#039;t listen to the horror stories, if done correctly it&#039;s doable. Good luck.""",8,2-Oct-13,76
83873,Ethinyl estradiol / norgestimate,Birth Control,"""I can say this really wasn&#039;t the right pill for me. I&#039;m 20 years old and I have a one year old daughter, so I decided that I wasn&#039;t really for anymore babies and I wanted birth control. Well my insurance got cut so I went to the county because a friend said I could get free birth control. They gave me 3 months worth of this one first and after I finish the last month they want me to come back for a check up. I have had severe anxiety and depression for as long as I can remember and I was just starting to be able to manage it on my own. I&#039;m almost done with the first week on my second pack and I have absolutely no desire to do anything anymore. It&#039;s almost too hard to get out of bed. If you have anxiety/depression be careful!""",1,4-Nov-17,0
210883,Carisoprodol,Muscle Spasm,"""It helped me a great deal and when I switched drs nobody will prescribe it and I&#039;ve taken it for 17 yrs without a problem with it and I was just abruptly taken off of it and these drs dont want to prescribe it because of its reputation and people like me that need it are the ones that suffer""",10,25-Apr-16,23
67606,Plan B,Emergency Contraception,"""Like many of you, I COULD NOT STAY OFF THE INTERNET AND MAKING MYSELF SICK WITH WORRY. My experience didn&#039;t sound like the typical &quot;spotted a week later&quot; story, so to ease the minds of others out there, here it is: My last menstrual period began June 8th. On the 27th day of my cycle, I had unprotected sex. I freak and get the pill about 35hrs after the fact, because my periods are irregular and I don&#039;t track. No adverse reactions except maybe a breakout. A week passes and I start having odd cramping and bloating. Not a drop of blood. Over a week, the cramps turn into more like PMS cramps and I have my period 13 days after taking Plan B. That&#039;s also about how many pregnancy tests I took. HAPPY ENDING.""",7,17-Jul-17,14
86216,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"""63/ y/o.  One hour into first dose.  I took it straight with cool water - drank it quickly, no problem with taste - drink it fast.  Before I finished the second glass of water, started the trips to the bathroom.  No nausea or cramping.  Get wipes!  Wish I&#039;d read that.  So far, this prep is no worse than the symptoms that have me going to the colonoscopy.   Eating lightly for a couple of days helps.  Dose 2, who knows?  15 years ago used the prep that had one drinking glass after glass after glass, that was awful.""",8,14-Oct-15,11
130993,Levonorgestrel,Birth Control,"""I had the Mirena placed in Tuesday. Since I&#039;ve had it in I have had almost unbearable cramps, headache, and became very dizzy. I&#039;m getting it removed Monday. I&#039;d rather just take the pill. I have been bleeding ever since they inserted it and the cramps and stomach pains hurts way to bad. Hope this helps, I wouldn&#039;t get it if I was you.""",4,2-Apr-10,4
151365,OxyContin,Pain,"""For years I suffered from severe back pain and despite medical records from specialists I was treated like a street level drug abuser by at least 20 different doctors. I was past the end of my rope. Two years ago I found a doctor who had compassion and put me on Oxycontin and now I actually have a very productive life!""",9,20-Apr-08,405
212566,Veramyst,Rhinitis,"""I&#039;m 16 as of right now but when I was prescribed it 5 years ago my whole life had changed. People actually wanted to be around me cause I wasn&#039;t constantly sniffing and snorting. My sinuses were as clear as the sunny sky. Life was so much better.""",10,27-Mar-15,9
132979,Loestrin 24 Fe,Acne,"""I have taken Lo Loestrin 24 for about 2 months now. I have had migraines, nausea and fatigue non stop. I only had one very light period since I started this pill. I have had horrible face and body acne since I started Loestrin, I feel 16 again! I have had a significant appetite increase and mid section bloating. However I will continue with it one more month and see If my symptoms clear up""",6,19-Sep-13,21
32111,Wellbutrin XL,Major Depressive Disorde,"""Was very depressed and hadn&#039;t slept in 4 days. Was diagnosed with manic depression and insomnia. Was put on Wellbutrin XL and trazodone for sleep. They both have been a miracle for me. No side effects from either except for dry mouth.""",10,9-Jun-14,93
126871,Dilaudid,Pain,"""After breaking 3 ribs and taking Vicodin and Tramadol to no relief I asked the doctor for Dilaudid 2 mg every 6 hrs. It took the pain from 9 down to 4 in about 20 minutes. Now I can finally get some sleep and get a few things done around the house...great medicine.""",10,1-Dec-09,17
150734,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"""I&#039;ve taken Septra DS before (with no side effects), but for some reason this time it is different! It has given me severe insomnia!! Very odd and super frustrating. Also has caused me a lot of nausea but doctor prescribed Zofran (also known as the miracle medicine for nausea), so that&#039;s better. Also feel a bit &quot;out of it&quot; and lethargic. One last strange symptom it&#039;s causing me is &quot;urinary hesitancy.&quot; Had no idea there was such a thing until I spoke to my dr about it. Hoping these symptoms resolve or I may need to switch medicines, as only half way through this 10-day treatment.""",8,9-Sep-14,7
187355,X-Viate,Dry Skin,"""I have only used this medication for about 5 days and have seen immediate results. My feet were so dry, they were cracking. I no longer have any cracks and the peeling is much better.""",10,3-Oct-11,53
28850,Lexapro,Depression,"""I wasn&#039;t severely depressed but I was always CRAZY sensitive, flipped out and cried at the smallest things, had pretty bad anxiety for no reason and would think negative thoughts over and over until I couldn&#039;t sit with myself.

I finally decided to see a psychologist who recommended I have a psychiatric evaluation- in which they prescribed Lexapro. They started me on 10mg for two weeks and bumped me up to 20mg, which I have been taking for the last 2 months.

I can&#039;t even express the immense change I experienced. I have never felt so content in my life. It never changed my personality in a drastic way, but I feel very confident, I can brush things off easily, I don&#039;t feel stuck in life, I can actually have fun. I LOVE this medicine.""",9,16-Sep-09,458
163135,ella,Emergency Contraception,"""I just wanted to share my experience in case any of you are experiencing a delayed period after taking EllaOne. I had unprotected sex on the 8th of November, and I was on the pill but I really hadn&#039;t taken it properly that month, I got EllaOne and took it about two hours after the unprotected sex. 
I was due my period the following Monday but it never came. I had extremely light spotting and cramps, I freaked myself out thinking this was implantation bleeding and took multiple tests which were all negative.
My period for that month didn&#039;t come, even though the doctor I went to about a separate issue said this wasn&#039;t possible. 
My period finally came today, 3 weeks and 4 days late! try not to worry, I drove myself crazy about it for no reason!""",6,8-Dec-16,32
201739,Zoloft,Depression,"""This medication has turned me around and I had none of the side effects. I initially requested it from my doctor because, whilst I did not really have any problems, I had a negative outlook despite trying to be positive and I was not enjoying &#039;life&#039; at all. 

It has really helped with all this and as an added bonus I feel that I have more energy. I went back to my doctor and said &quot;We hit the nail on the head&quot;. Previously I was looking for the magic vitamin pill to help reduce my stress and increase my energy levels. I tried vitamin B, Iron, and multivitamins to no avail. I no longer feel the need to take any vitamins at all. I&#039;ll continue to take this as needed and have no reservations about taking anti-depressants.""",10,8-Mar-13,173
6402,Ocella,Birth Control,"""No side effects(nausea, headaches,etc) 
Regulated my period""",9,5-May-15,3
64833,Saphris,Bipolar Disorde,"""My experience on Saphris has been mixed. None of the other atypical antipsychotics has addressed my manic symptoms better. It really helps with my sleep. My moods are more stabler, I&#039;m less of a trouble/burden for my family, and I&#039;m happier than I&#039;ve been in the past. Now the problems: First, when I&#039;m on Saphris, it lowers my sex and creative drives. I&#039;ve had trouble in bed, and I&#039;ve found it really difficult to generate new ideas for paintings and drawings, and the quality of my art overall has decreased. Second, Saphris appears to be impacting my long-term memory. My spouse has noticed this. I&#039;m just not remembering my past with reliability--memories are faint and/or scrambled and I usually get details and dates wrong.""",8,11-Sep-12,34
107893,Ethinyl estradiol / norelgestromin,Birth Control,"""...and I was thinking I&#039;m imagining stuff. I just started my 7th month on the patch. The last 5 days I worked myself sick thinking about whether  I had a brain tumor and dying on my little girls, couldn&#039;t snap out of the mood. From the beginning of taking these I had those headaches (progressively worsening...) and it worried me a lot. I was feeling sick but not being able to puke, horrible loss of balance  and vertigo (full wack with eyeballs movement), weight gain (but I blamed that on the fact that I stopped running due to muscle pain and balance probs). The patches left red marks and rash, itchy skin (all over) and little cough with no reason... Lately the anxiety problems are my biggest scare. I booked the GP. The EVRA is going bye bye... One pro - no pregnancy.""",2,5-Jul-17,6
122675,Linaclotide,"Constipation, Chronic","""Have taken pills for 12 days without result.  Had lots of hope.....slowly fading away! $208.00 should have do better.....""",1,6-Jul-15,22
151271,Chantix,Smoking Cessation,"""I have been 5 months quit thanks to Chantix.  It really takes the edge off from day 1 if used as directed.  My problem is the internet uses cookies.  So even though I think I&#039;ve quit, all I see are ads for Chantix, which reminds me of cigs when I&#039;m not thinking about them.  I may start back because of the Chantix ads!!!  Please stop !!!  I&#039;m also seeing nonstop Jimmy Fallon ads even though I only clicked on one thing of his please make that stop too Chantix.""",9,14-Oct-17,1
137728,Enbrel,Ankylosing Spondylitis,"""I&#039;m 37 and was always healthy and pain free till 1 yr ago. I started having pain in my feet and heals, and my stomach &amp; bowels, it got worse gradually. I started having pain in my left wrist, ankles, knee, shoulders and neck, even a couple of my toes also had a fever off and on. I had swelling and couldn&#039;t even walk. I had no idea what was going on till I went to a rheumatoid doc and he found out I had ankylosing spondylitis.  He started me on enbrel and I stayed off my feet for a week resting my body.  I got better and better ever week no pain at all. I just now am noticing my feet hurting, one knee and by shoulders and very fatigue .  I&#039;m praying that the medicine  is still working.  It&#039;s been exactly a yr since I started the enbrel.""",9,5-Mar-16,3
57398,Oxymorphone,Pain,"""I fell over a year ago and have had chronic back pain ever since. I have bulging discs in L3,4 and 5, degenerating discs, and spinal stenosis. I have tried Norco, which no longer works. I recently tried Nucynta (no pain relief and very tired side effects), so I am sticking with the Opana. Overall it does a pretty good job with pain. I just feel like my tolerance is building up over the 9 or so months I have been taking it. I take 20 ER first thing in the morning, and 10 mg IR one or two more times during the day. I still take Norco for breakthrough pain, but even that doesn&#039;t seem to touch the pain anymore... I recommend Opana for pain relief and I can still work with a clear head!""",9,12-Jul-10,34
43260,Hydromorphone,Chronic Pain,"""I have been taking narcotics for chronic pain for about 25 years now.  I started with Tylenol with codeine and have progressed through just about everything (morphine, oxycodone, Dilaudid, Oxycontin, Fentanyl patches, etc.).  My pain management doctor had me on 60 mg of Oxycontin 3 X daily and it worked (somewhat) for a while until I developed a tolerance and it too became ineffective.  So the doctor switched me to 16 mg. Exalgo 2 X daily.  I was resistant at first, mainly because of reducing the number of doses per day but after I took it for a few days I was amazed. I don&#039;t wake up in excruciating pain anymore and, even though the effects are subtle and come on slowly, it works better in controlling my pain than anything else I&#039;ve used.""",8,23-Feb-14,84
78300,Tapentadol,Pain,"""The only medication that I have taken, that has done anything to reduce pain from disc herniation.""",9,26-Apr-10,79
67108,Magnesium hydroxide,Constipation,"""I&#039;ve been backed up for over a week. I took some M.O.M and it didn&#039;t work til 12 hours later.""",3,19-Sep-16,19
179274,Olanzapine,Bipolar Disorde,"""I was switched to Zyprexa Zydis about two weeks ago by my psychiatrist to help with the huge weight gain and compulsive overeating caused by regular Zyprexa. So far, my appetite has decreased significantly and I&#039;m feeling a lot better about myself physically and emotionally.""",9,6-Oct-15,10
