uniqueID,drugName,condition,review,rating,date,usefulCount
99011,Lutera,Birth Control,"""I&#039;ve been taking lutera for a couple of years now. I recently stopped taking it this month (ran out of refills and need to see the doc again) and regret it to the fullest. I am going through really painful cramps at the moment, which I haven&#039;t had for years!!!!!! The only problem I have with this particular birth control pill is that you cannot smoke while taking it. This makes me wonder what exactly is in this one that separates from the other birth control pills that you can smoke with? Either way, because of the deadly combination of smoking and taking these pills, I&#039;ve stopped smoking. I am 24 now, 5&#039;1, 110 LBs""",9,19-Jan-16,1
150346,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"""In 2013 I had the  loop electrosurgical excision procedure (LEEP) procedure to remove cancerous cells from my cervix. Newer area, new Dr, abnormalities are found again. 2 months of scare &amp; tests, I&#039;m told the cancer is &#039;fine&#039;,I have a cyst on my ovary, they want to remove my uterus due to it making my bladder incontinent &amp; I had a urinary tract infection. I was prescribed this sulfamethoxazole. So after all the drama, I start feeling really nauseous, dizzy, spinning  (fear of falling down), no appetite at all, uncontrollable severe itching &amp; red welts (tiny blisters all over-mainly face), severe headaches, severe weakness, tiredness but couldn&#039;t sleep, fever, flashes of chills &amp; sweats, twitchy, restless feeling in feet &amp; legs, painful gas &amp; runny stool, red eyes, my whole body aches!!""",1,8-Jul-17,6
14603,Buprenorphine / naloxone,Opiate Dependence,"""I JUST STARTED TAKING SUBOXONE YESTERDAY AND I AM NOT FEELING AS BAD AS I WAS FOR THE PAST 2 WEEKS - GOING FROM 200MG METHADONE A DAY TO NONE.  I AM ONLY TAKING 1  SUBOXONE TABLET A DAY.  I AM HOPEFUL THAT THIS MEDICATION WILL HELP ME LIKE IT HAS HELPED Y ou ALL.""",6,19-Apr-08,29
61847,Citalopram,Anxiety and Stress,"""Very effective medication for Social Anxiety and depression. Started working fairly fast, and for over 5 months my depression, and then I came off of it. Made me sleepy, but I also had sleep apnea that I didn&#039;t realize I had.""",9,16-Sep-15,19
167818,Keflex,Skin or Soft Tissue Infection,"""Had a ingrown toenail infection. Was given 500mg keflex taken 4 times a day for 7 days.
It is working and I have no pain in my toe. However... so far I&#039;ve had diarrhea, stomach pain, extreme tiredness and weakness, dizzy spells, yellow skin, loss of appetite, nauseous, red scratchy eyes. So most of the usual stuff. The long and short of it is my toe will be healed as long as I can deal with the side effects for a few more days.""",6,16-Mar-16,32
87919,Clindamycin,Bacterial Infection,"""Worst heartburn I&#039;ve ever had in my life and I don&#039;t get heartburn ever. Losing sleep from the pain.  Thought I was going crazy and then stumbled onto this page.  Exact symptoms as everyone else.""",2,15-Feb-17,12
105135,Evolocumab,High Cholesterol,"""I am on a long term trial with a PCSK9 Inhibitor - over 7 months now. I have had some bowel issues but after discussion with my GP and my Cardiologist, we tried 1mg of Loperamide Hydrochloride. I take this as I feel the change in the bowel, and all is well before getting to diarrhoea and excessive wind. This has worked well. Check with your doctor and cardiologist.""",9,8-Aug-16,0
230242,Meloxicam,Osteoarthritis,"""Mobic has been great for my arthritis. I&#039;ve had Mobic prescribed by several different doctors over the past 10 years and 1) haven&#039;t had a problem with it, and 2) it&#039;s one of the only medications that helps with my arthritis, which I have in just about every joint but my elbows. Ibuprofen works too but I started retaining fluid and swelling up after taking it off and on for several years. Hope nothing similar happens w Mobic as it&#039;s a godsend.""",10,26-May-17,19
165923,Levonorgestrel,Birth Control,"""I have had liletta for almost 3 months now and I&#039;m loving it.  I was nervous to get it put in because I have a low pain tolerance and it did hurt a lot for about a minute when they were positioning it.  The planned parenthood nurses were very nice and let me lay down for about 15 minutes after the procedure and then I took the bus home.  For about an hour after I had horrible cramps, but then I had period-like cramps for the rest of the day.  Since I had a week left on my pill pack, they told me to finish it because liletta isn&#039;t 100% effective until 5 days later.  After I finished the birth control pills, I had my period for 8 days, which is about twice as long as it usually is.  But my next period was only 3 days and very light""",9,2-Mar-17,3
67140,Magnesium hydroxide,Constipation,"""Milk Of Magnesia is great. The only complaint for me was that the dose of 1 cup didn&#039;t work within 6 hours as advertised. It took about 10 hours instead. As time went by I had forgotten I took it; I went to a party and of course it started working there. To be predictable (2-3 hours) I have to take about 3-4 cups. The only problem with that is that you keep going once it starts working, even the following morning. However, it&#039;s very gentle, no cramps. When I need it I just plan on being home. It&#039;s the best.""",8,24-Nov-10,104
64101,Sertraline,Depression,"""I&#039;ve been on 50 mg of Zoloft for 5 days. Believe it or not I feel a little better already. I got up this morning and cleaned my entire house. My mood is better with my kids and people around me. I&#039;m not where I want to be but it&#039;s still early. My only complaint is severe gas. I can&#039;t seem to make it stop no matter what I try ( beano, gas x) but I&#039;m gonna keep going for now. It feels good not having to fight with your own brain everyday to &quot;try&quot; to be or &quot;act&quot; happy. Good luck to everyone. :)""",8,6-May-17,73
43916,Polyethylene glycol 3350,Constipation,"""My grand daughter is four she was born with a birth defect and has chronic constipation we tried  prune juice when she was  a baby it only worked for a little bit . Then she got sent to a G.I doctor and he said try miralax and give her a whole packet. She has been on it since she was about a year and a half and it works great for her . She will have to be on it for a while. She had to learn how to recognize her systems and when to go to the bathroom and with this medicine she is doing awesome .. I hope that she won&#039;t have to be on it for life . Thank you miralax""",10,18-Nov-15,29
95224,Guanfacine,ADHD,"""My son was diagnosed ADHD in 4th grade, he&#039;s now in 7th. Since that time we&#039;ve tried many medications. We finally settled on Metadate, and it worked great, but we kept having to up the dosage, until he&#039;s now on 60mg. The doctor recommended adding Intuniv to the Metadate. He was cranky and irritable the first week, but now at week 3 and 2mg dosage, the crankiness seems to be getting better. What I have seen with Intuniv is that he&#039;s very difficult to get up in the mornings. But on a good note, if I miss the Metadate medication, his behavior is still pretty good. He&#039;s not bouncing all over the house. When he&#039;s on both the medications, he&#039;s doing really good. I do have hopes to eventually get him off the stimulant all together.""",7,2-Dec-11,23
32531,Lisinopril,High Blood Pressure,"""It did drop my blood pressure, but within 2 days I felt nauseated, tired, and got cramps. I explained to the doctor it was like having a hangover times 10 without the benefits the night before. I am about to try Bystolic 5mg.""",5,22-Jun-11,19
134795,Nucynta ER,Pain,"""In 2012, I was in an accident. As a result, I have had 4 surg to my right wrist.  I then developed bi-lateral epicondylitis, trigger finger, and myofascial pain syndrome.  I have taken a variety of meds without relief.  I wasn&#039;t able to participate in life or carryout routine tasks.  My pain specialist prescribed Nucynta ER 50mg @ 1 tab twice a day (morning &amp; evening.  I was also prescribed Nucynta IR 50 mg @ 1-2 tabs up to 4 times per day.  The Nucynta ER lowers my pain throughout the day.  If I have housework, etc, I can take 1 to 2 Nucynta IR prior to starting the tasks.  This gives me the extra relief I need to complete the work.  If my pain spikes, I can also take the IR.  Nucynta has given me my life back.""",8,20-Nov-15,52
222840,Topamax,Migraine Prevention,"""Emotional problems, runny nose, etc. Without much relief.""",1,17-Jul-13,16
53624,Alesse,Birth Control,"""I have been on Alesse for 6 years now and I have never had any issues. No cramping, no acne, no weight gain. I highly recommend this birth control.

24 yr old""",10,4-Feb-15,21
191123,Campral,Alcohol Dependence,"""It works.""",9,17-Dec-08,29
133947,Hydrochlorothiazide / triamterene,High Blood Pressure,"""I have been using this medication successfully for several years.  Lowered blood pressure and no side effects.  This last month my prescription company switched manufacturer and I had a severe reaction to the drug.  Please be careful if the pharmacy switches brands.  The manufacturers are not all the same.""",7,27-Mar-11,56
100187,Desogestrel / ethinyl estradiol,Birth Control,"""I was put on Desogen after continuous bleeding on Ortho Tri Lo. My practitioner thought I needed higher hormones. Desogen stopped all the spotting but it killed my sex drive. Even when I did have any sexual desire I didn&#039;t get the physical affects of arousal like lubrication. It made sex completely unfun even on the rare occasion that I wanted to do it at all. I gained weight while on it but I started it pretty young and I know weight gain is pretty common around that time.""",6,13-May-16,4
59286,Lansoprazole,GERD,"""Going to bathroom 4 times a day to unload""",10,2-May-16,5
37720,Vyvanse,ADHD,"""It works. Less is better anything over 15-20 mg makes me too focused.""",10,29-Oct-08,21
3132,Nitrofurantoin,Bladder Infection,"""I was prescribed Macrobid for a UTI. Within 12 hours of my first dose, I had extreme body and muscle pain from my ankles to my shoulders.  I am 100% aware that many people can take Macrobid and be fine, I&#039;m just relieved to read that some other people went through what I did for the simple fact that I thought I was dying! The morning after I started taking the meds, even my lungs felt bruised. I was too weak to hardly even walk. I returned to the doctor and totally thought they would hospitalize me. He wrote me a new script and sent me home. My mother and husband took turns taking care of me until I stopped vomiting and writhing in pain, which in total took days. I couldn&#039;t eat and even couldn&#039;t take care of my small children for two days.""",1,9-Feb-17,38
195561,Aviane,Birth Control,"""I first started off with Ortho Tri-Cyclen lo. I had heavy periods and for the first 3 months I almost fainted everyday. Then I switched to Lutera and I got a migraine everyday. I had bad cramps but very light period. Then switched to Aviane. I haven&#039;t had a single migraine and I still have very short light periods that last about 2-3 days. Just awesome.""",10,5-Jan-12,2
214573,Escitalopram,Generalized Anxiety Disorde,"""I&#039;m a 35-year-old woman and was on Lexapro 10mg from ages 21-30 and have been on 5mg for about 5 weeks now (staying at this dose) - both times for GAD without Depression and a touch of OCD.  For the most part, I managed fairly well while off it (exercise, limited alcohol, CBT therapy) but had periods where my anxiety would flare up. My advice would be to try it. I was very anxious about idea of going back on medication (i.e. Googling all the horrible side effects) but I&#039;m feeling significantly calmer, less anxious, and happier.  I didn&#039;t think I needed medication...until I went back on medication (give it a few weeks) and felt the difference.  I had convinced myself I was &quot;OK&quot; but really, I was &quot;white knuckling&quot; through my anxiety.""",8,5-Dec-17,2
74116,Ethinyl estradiol / norethindrone,Birth Control,"""I have been on this pill for a little over a year. When I first started it, I had my period for a month and a half. It was the worst. Everything was okay for a while. But now I notice I&#039;m bloated all the time to the point where I don&#039;t feel like eating. It makes me very emotional too because I cry over anything. But it did make my breasts bigger and it made my acne go away also. It&#039;s a good pill for the most part but it does have its downfalls. And not to mention its the only birth control pill I&#039;ve ever taken.""",6,12-Jul-11,2
169103,Vilazodone,Depression,"""It worked when nothing in the past had. No real side effects, I did have some diarrhea, but it subsided in a day or two. Plus, I&#039;m a girl, and I usually have the opposite problem, so it didn&#039;t bother me.""",10,15-Aug-12,16
226306,Etonogestrel,Birth Control,"""I had this put in on July, 28, 2015 and things have been bad since. This box isn&#039;t even big enough to explain it all. I felt great for maybe a week or two then bled constantly until yesterday. Then, instead of bearable pain, I now have it pretty bad with nausea. My sex drive is gone and sex is anywhere from uncomfortable to painful. No pain at the insertion site and that went well. My partner has ejaculated inside of me twice and no babies, but it&#039;s not worth it. I&#039;m worried about resistance with removing it, but can&#039;t take it it&#039;s so bad. I&#039;ll move to another method once this is cleared out of my system and we&#039;ll see where it goes.""",3,27-Aug-15,2
47234,Thyroid desiccated,Underactive Thyroid,"""I&#039;ve been on Armour for over 3 months now, and my TSH and T4 levels are only getting worse. I go to the Doctor every 3 weeks to have my blood drawn and there has been no improvement!  Every time I go to the Doctor they keep having to up the dosage 30mg, and each increase I feel worse and worse.  My hair has fallen out, I feel lethargic and achy all over, I can&#039;t sleep at night and when I finally do get to sleep I wind up staying in bed for 13 hours!  I have no energy. """,1,20-Aug-11,48
20676,Nucynta,Pain,"""I was just given Nucynta 50 mg twice a day for Peripheral Neuropathy following a botched surgical procedure by my PCP.  The pain was constant and burning.  It disrupted my life and is wrecking my relationship with my husband.  He doesn&#039;t understand the pain of Neuropathy, Neuritis and Neuralgia.  I have been in pain for more than a year and I have tried many different pain medications such as Vicodin, Ultram, Percocet.  Nothing worked!  I have only taken 2 pills and I noticed that the pain is much improved.  It went from a 7 to a 4.  That is HUGE!  I did get nauseated and my breathing was shallow.  I also stumble a bit and I am not able to verbalize complete sentences.  That is disturbing, but it&#039;s worth it if I can experience less pain.""",7,27-Jun-14,111
220122,Amitriptyline,Insomnia,"""I have been taking amitriptyline for 3 and a half years since I was 12 (now 15), due to sleeping problems. I started on 10mg doses every night for the first couple of months but that didn&#039;t work so the doctors gradually increased me up to 50 mg (current dosage). They started working for a couple of months however they no longer work but I have never had any side affects. Now I get little sleep and am often feeling sick due to lack of sleep and often can no longer concentrate at school. Hope this doesn&#039;t happen to you at work.""",4,19-Aug-15,27
205352,Pristiq,Depression,"""I was experiencing headaches, like by brain was wound tight w a Rubberband, didn&#039;t want to get our of bed, no reason to... my dr prescribed pristiq.  It has been a life changer... head feels much better, depression is gone, life is happy again.... side effects are flu like symptoms, crashing, if I miss a dose.   I take a .25 mg.  I ha e tried to come off before and experienced severe headaches and flue like symptoms, and severe body aches.. so I got back on...  it is expensive but I buy a 90 day generic  supply thru Canadian pharmacy for 120.00.  Ins doesnt pay due to out of the country but it is still less than what I wld have to pay in the us..""",9,11-May-16,34
99101,Lutera,Birth Control,"""My doctor switched me to this. Horrible mood swings. Craving sweets all the time. And I&#039;ve had migraines that I&#039;ve never had before, while on this pill. """,1,4-Jun-13,17
219031,Subutex,Opiate Dependence,"""It works. I&#039;m glad I started taking this medicine I wish I started sooner. If you really want to quit take subutex.""",9,30-Aug-08,51
135331,Tamiflu,Influenza,"""Thursday started feeling like a cold was coming on, woke up Friday to a horrible headache, lower backache and fever. Felt paralyzed at one point in the worst pain. Went to doctor it was flu and pneumonia. She prescribed Tamiflu explained may be side effects. Well I was desperate. I took it and I didn&#039;t feel the best that night just slept but the next day I almost felt totally better! Thank the Lord with prayers and this medicine I am doing much better. Eat with it because it can make you a little nausea. Maybe a little dizzy too but way better than what I was feeling!!!""",10,7-May-17,0
120047,Losartan,High Blood Pressure,"""This medicine helped my blood pressure and was used with Indapamide.""",7,7-Apr-09,21
80028,Benzonatate,Cough,"""So disappointed!!! I truly feel this did not work as well as the OTC med I was taking and at least the nighttime version had a sleep aid. Coughed for 3 solid hrs when I went to bed till my body just seemed to give up. Tonight I will just take my nighttime OTC product. Highly disappointed!!""",1,7-May-17,14
123734,Skyla,Birth Control,"""I&#039;ve been on Skyla for 20 days now. This rating is for the side effects. Women need to know that these side effects CAN happen to anyone and they aren&#039;t pretty!! I began with an exaggeration of hair loss...I just had my son 3 months ago and thought it was related to the post partum but then I began to notice weird pimples appearing! I googled the symptoms of these new weird pimples and guess what? They&#039;re CYSTIC!!! Grrrrrrrrr!!! They are painful,  horrible, ugly planets that according to google, will leave permanent scars! I also began to have horrible headaches! I called doctor&#039;s office today to get it removed! I hope it works for all you ladies! But just be aware of the nasty side effects! I rather use condoms than go bald and have scars!""",2,9-Feb-17,1
106481,Implanon,Birth Control,"""I had the implanon about 7 years ago and had it taken out after only a year (not the 3 its allowed).  This was a horrible experience for me. I didn&#039;t have a period he entire time, I gained almost 50 lbs, had the worst mood swings, I could feel myself becoming angry/crazy even though often times it was not that serious. Everything made me mad, or made me cry-- just horrible. after having it removed, it took almost 2 and a half years to start my period again and another 2 for it to become regular! when I did first get it, I had a period every 4-5 months. Now that it is a bit regular, I still can not seem to get pregnant. worst decision I ever made was getting the implanon. NEVER AGAIN, nor do I recommend to anyone""",1,29-Aug-16,7
231452,Trazodone,Insomnia,"""Another toxic drug- BUT....
I rated Trazodone mid level because it has helped me get some resemblance of consistent sleep 
( 2-3 hrs at times) that I likely would not otherwise have received without it. I have been on it for about 6-8 years, and have tried everything else known to man ( except odd street drugs) I am a 51 year old woman who strongly dislikes drugs to begin with.
I was prescribed this after asking for 
&quot; something to help me sleep&quot; while I was in the hospital after surgery-after breaking down to my doctor because I was at my wits end, I was not sleeping-I was not I informed at the time this was an antidepressant! 
My body was already used to them """,5,4-Aug-16,8
107683,Implanon,Birth Control,"""I had the Implanon after I had my son. I was on it for 8 months and bled for 8 straight months. It wasn&#039;t break through bleeding, it was straight up heavy period for 8 months. So I was finally fed up with all the bleeding and got it removed. I guess I was the unlucky one.""",2,26-May-10,2
121013,Venlafaxine,Anxiety,"""Psych prescribed Venlafaxine, Neulactil + Mirtazapine (have been on Mirtazapine for 2 years). So far taking Venlafaxine I am energetic, I am thinking clearly, feel more confident &amp; I am not emotional at all. I also noticed my appetite has reduced severely (I gained 16kgs on Mirtazapine). 5 days in I still have very minimal appetite, I am finding that I have a day where I am energetic and days where I am not. I often get a bit of euphoria but I am so far pleased with everything. I expect I will up the dosage eventually. Suicidal thoughts have been minimal but they&#039;re occur sporadically. I also have moments where I zone out but this may be because I am still getting used to the medication.""",8,23-Mar-17,8
115027,Diazepam,Meniere's Disease,"""I have had Meniere&#039;s Disease for about 5 years. I&#039;m a mailman and almost lost my job because of frequent attacks. I found out that popping 2-3 5mg of diazepam (Valium) brought me right out of the vertigo attacks and I could resume driving. I later discovered by taking 20mg of Furosemide and 5mg of Valium in the morning would keep me from having any attacks for over 3 years. I feel like I&#039;m blessed. The only problem is the diuretics can cause kidney problems that&#039;s why I had to cut my dosage in half. I hope this helps somebody.""",10,4-Sep-15,40
14109,Triamcinolone,Dermatological Disorders,"""Epidermal cyst: I thought it was a pimple near the side of chin. I attempted bursting it but it only got bigger.
The problem had been there a while, I tried ignoring it!
My dermatologist said it was a cyst (epidermal). She gave me the steroid injection and told me that in 2-3days I should have results but allow 6 weeks for full results)
I just received the shot this morning and I already see positive results.""",9,15-Sep-10,9
102381,Aripiprazole,Borderline Personality Disorde,"""I was recently diagnosed with BPD (25yrs old-Female) 
I took abilify for 3 days, unfortunately I couldn&rsquo;t handle the side effects. For me oddly it intensified my anxiety and feeling of panic. I would constantly get hiccups and the sweats. The worst thing though was the itchy feeling of needing to get up and do something or feeling trapped and anxious and needing to runaway. It also made me very hungry and even though I would eat I wasn&rsquo;t satisfied. I&rsquo;m trying Topamax next... we&rsquo;ll see.""",3,5-Oct-17,1
225582,Bupropion,Depression,"""I started Wellbutron about 1 year ago.  I have primarily taken 300mg daily.  A while back we tried going up to 450mg, but my tremor was too bad so we decreased the dose to 300mg.  A couple of weeks ago we tried going up again, but had to stop because of the tremor and also I was having tremendous memory difficulties.  Half way through a sentence, I couldn&#039;t remember what I was talking about.  I had poor word-finding abilities, and twice in one day I couldn&#039;t remember what street I was driving on and how the streets met up at intersections.  I also went to a movie with a friend and though I remember going to the movie, I have no idea what it was about.  Back down to 300mg, I am much better, but still experiencing lesser symptoms.""",8,9-Jan-14,101
211588,Psyllium,Constipation,"""I have suffered with constipation and ibs for awhile now, and I found out about Metamucil. I purchased the capsules for convenience.I have been using it for 2 days and can tell a massive difference. I have not been bloated at all, which means I have more energy. I used to spend 20-30 mins in the bathroom, now I spend a few mins, a lot easier now. I only use 4 tablets per day, and working well.I would recommend to people with constipation or those who suffer from bloating and abdominal pain due to ibs. I will repurchase!""",9,7-Mar-15,42
48968,Ethinyl estradiol / levonorgestrel,Birth Control,"""I am 23 years of age and this is the first BCP I was put on to treat my severe cramps. The first week of taking it I was extremely nauseous but that was the only side effect I noticed. Until my third week in 10 days before my period I started getting dark discharge heavily for a week on top of that I experienced cramps that weren&#039;t as painful as they usually are but still enough pain for me to feel uncomfortable and notice them. My skin also broke out really badly which was the worst side effect of them all since I had clear skin when I started. I&#039;m not sure whether I want to continue into my second month to see if it will improve or switch all together. My impression of it at the moment is it hasnt done much good for me""",3,7-Oct-16,3
134725,Reglan,Migraine,"""I went to E R with a Migraine I had had for about 4 days. I was given this medication. I was in so much pain. I was so Anxious. I told them I was still in pain. My blood pressure was going up and down. I will never let the give this to me again. I was there 6 hours and let with no relief. I felt like I was tortured . Reglan and Benadryl""",1,23-Jan-17,8
93465,Progesterone,Premature Lab,"""I&#039;m taking this medication to prevent premature delivery. With EVERY injection, I have gotten a debilitating migraine, not to mention soul-crushing depression. With no other options, I have to stay on the medication until I reach 32 weeks. """,3,17-May-11,2
52554,Armour Thyroid,Underactive Thyroid,"""I have been on Armour since October &#039;13. I was diagnosed hypothyroid. I have steadily gained weight ever since I started. 20lbs. It has not helped with my cold hands or feet, dry skin, or fatigue. My hair has stopped falling out so bad but that is about the only thing good I can say about this. Also, Im not sure if its related  but I&#039;ve had serious worsening of lower back pain since starting this. """,5,7-Mar-14,70
48593,Ethinyl estradiol / levonorgestrel,Abnormal Uterine Bleeding,"""This birthcontrol works great. I&#039;ve been taking it near 8 years now &amp; no problems. It may be of contributed to a few lbs but not much else. Lessened my periods from 7-11 days of heavy flow to 4-5 days &amp; relatively light. My skin hasn&#039;t really changed &amp; it does not contribute to any emotional changes.""",10,3-Jul-17,1
144404,Etonogestrel,Birth Control,"""My daughter has had this for a little over a month. She has become someone I don&#039;t recognize.....moody, irritable,afraid to leave the house, and most important, afraid to drive because she&#039;s afraid of harming herself. 

She experienced mild depression prior to insertion. I believe the implant has exacerbated (magnified) it greatly. It may work great for someone... However, if u have slight depression, please be forewarned. 

My daughter has also had;
Acne
Weight gain
Decreased libido
Mood swings
Terrible irritability 
2 weeks of active vaginal bleeding 

We r having it removed in 4 days.""",4,15-Apr-16,6
117765,Plegridy,Multiple Sclerosis,"""Minimal side effects for me. I do not drink a lot of water before or after my injection. I do not take Ibuprofen. Injection site redness is my only side effect (does last for a month or more). Previously on Tecfidera, the twice a month shot is much easier to tolerate than a twice a day pill (extreme flushing on Tec.).""",10,7-Jun-17,2
29078,Topiramate,Migraine Prevention,"""I&#039;m writing about my 18 year old daughter who is currently on Topamax.  She has suffered from migraines since she was about 12 years old.  They would take her out for 2-3 days each, occurring anywhere from 2-6 times a month.  When she was first given Topamax we thought it was the greatest medication ever.  Problem solved, she felt that the tingling fingers, and face as well as the flat soda taste was well worth not suffering from migraines.  HOWEVER - and I can not stress this enough  as she increased her dose, she exhibited personality changes.  She became depressed and overall just wasn&#039;t herself.  Thankfully we recognized this and are working with her Dr. to back off the Topamax.  We will be looking into other options.  Not worth it!""",2,20-Jul-17,20
1915,Polyethylene glycol 3350,"Constipation, Acute","""I am 65 years old and suffer from diverticulitis. I ended up being hospitalized and did get better but not totally. One day I was in horrible pain and vomited. I had an impaction. The doctor gave me high doses of antibiotics and prescribed miralax. That was a few months ago. I only take as needed as the pain on the left side signals trouble. As long as I don&#039;t get constipated, thanks to miralax, I am okay. This stuff works for me. I buy Costco brand since it is cheaper.""",10,14-Jun-15,29
173358,Clonazepam,Anxiety,"""I have taken this drug for 22 years. I take 1 mg tablet 3 times a day. It has helped me greatly. I am taking it for anxiety and have had no problems with it.""",10,11-Oct-08,13
119847,Losartan,High Blood Pressure,"""Just started losartan 50mg I do know it takes time to work especially having blood pressure going as high as 158/113. The only side affect so far for me is dizziness which I had before taking this medication which doctor seems to think it is the blood pressure and vertigo making the dizziness. But do see some change in blood pressure after taking the medicine I can get my pressure down as low as 128/84 but throughout the day I get readings as high as 124/102. I hope this medicine will eventually get my pressure back down to normal range with in a couple of weeks but is being closely monitored by my doctor.""",4,17-Aug-17,11
123660,Skyla,Birth Control,"""I got Skyla inserted March 15th, which was the 5th day of my period. It was suggested I get it inserted while on my cycle due to the fact that I&#039;ve never had children and during your cycle your cervix is supposed to open up some. Insertion hurt like hell I groaned in pain that was the absolute worst pain I&#039;ve experienced (I&#039;ve had my nipples pierced and a foot tattoo which are pretty painful but the insertion tops that!), I got so hot afterwards and light headed I had to sit there for a minute while the nurse got me water. Haven&#039;t had any side effects besides constant spotting like I haven&#039;t stopped bleeding since the insertion, its March 25th so I&#039;ve had additional bleeding for a week and half going on two weeks. I HOPE IT STOPS SOON!!""",5,25-Mar-17,5
129431,Levonorgestrel,Emergency Contraception,"""Ladies, please be smart and use BC and condoms! Plan B does not stop a pregnancy if egg fertilization has occurred.   I recently took a plan B 24 hours after having sex, but it was too late. Plan B unfortunately didn&#039;t work for me. Take immediately if you suspect you might be pregnant (don&#039;t wait!)an most importantly use all methods of BC!""",5,28-Aug-15,5
71432,Levora,Birth Control,"""I have been on Levora for 2 years, it definitely works in regards to being pregnant. My appetite has not increased to badly. I have only gained about 5 pounds. Levora seems to keep my acne in check. My periods are a lot lighter. The only problem I have is my sex drive is pretty much non-existent. It&#039;s become such a problem that I will be switching birth controls.""",7,21-Feb-11,5
4857,Belviq,Obesity,"""Almost  1 year on Belviq.  Started at 348 today my weight 251. Knee and hip pain almost totally gone. Blood pressure  down, life is good""",10,18-Nov-15,55
165440,Levonorgestrel,Birth Control,"""I have had Liletta for a month now and it has caused me so much pain. During the procedure it was a pain I can&#039;t describe, but after it I was fine. Over that very long month I have had the worst cramping that I have never experienced in my life. I have tried multiple medications and nothing has worked. I have also been very nauseous and could barely eat anything. Everyone&#039;s body is different but I don&#039;t think my body likes it. I have a doctors appointment this week so we will see how that goes.""",5,6-Jun-17,1
144626,Etonogestrel,Birth Control,"""I&#039;ve had this nexplanon since September and at first it was great! I had very light bleeding on and off for about 3 weeks and then it went away. After the bleeding I started to feel myself changing. Feeling  more tired then usual. All I want to do is sleep. and the weight gain is really bad. I use to eat mcdonalds every day, only cause I worked there, and I still was not this big. I can barely fit my jeans and by boobs are so big I had to buy a ton of new bras. I figured I needed to change my diet but I don&#039;t even eat as much I used too and I am twice as big as I was. My skin is also getting super dry. I&#039;m getting this taking out as soon as possible because the mood swings are scaring my parents and friends.""",1,1-Mar-16,5
85552,Ethinyl estradiol / norgestimate,Birth Control,"""I have been taking this birth control for about three weeks. It has given me a bit more acne than I normally have, but the biggest thing that has been a problem for me is the nauseous feeling that comes with it. I take my pill every night at 9pm. Within an hour of doing so I always feel like I could throw up. I haven&#039;t done that so far, but the feeling is so bad it makes me gag. I still feel nauseous the next day well into 4 or 5pm. It seems to die off around then and then shows back up after I&#039;ve taken the next pill. I have also experienced breast soreness, not too bad, but definitely enough to take notice of. Rather than the nausea feeling, it seems to be an okay birth control, so far I&#039;m not pregnant.""",6,17-Nov-14,19
211343,Mirabegron,Overactive Bladde,"""Recently had a stent put in to widen urethra in order to have an operation on my kidney in a couple of weeks. Hospital prescribed me this advising it will relax the bladder and reduce the pain stent may cause. I followed the instructions and took 1 tablet in ten morning, usually around 8am. Didn&#039;t notice anything different until between 9pm-10pm when I was having uncontrollable spasms, keeling over in pain and felt like I was going through labour. The pains would last for a couple of hours or so. After a few days, I stopped taking the drug just to see what would happen. Behold, no labour pains. I cannot explain how painful it was when it occurred. Avoid this drug if you really don&#039;t need it, it&#039;s not worth it.""",1,12-May-17,4
179669,Adapalene / benzoyl peroxide,Acne,"""This product is AMAZING. For my whole life i thought the condition I had was rosacea and spent literally &pound;100&#039;s of pounds on these worthless moisturisers thinking it would work Its magic.. But no. So I had enough of my bad skin and went to my GP. She actually said I had acne and prescribed me epiduo gel.. Which was &pound;8... Oh my God i cannot believe how amazing this stuff is. So for the first few weeks my face was RED and dry and so sensitive it hurt! I literally couldn&#039;t put any products on my face and had to buy the most moisturising moisturer from Clinique which helped alot... However, the results, even after few weeks were so noticeable! I&#039;m so HAPPY this has worked wonders for me.""",10,14-Aug-16,6
172125,Tylenol PM,Insomnia,"""I&#039;ve taken other prescription sleep medications in the past but they do tend to make your drowsy and have all sorts of side effects.  I suffer from rheumatoid arthritis and the pain stops me from sleeping.  I now take this at bedtime with a small dose prescribed codeine.  Between the painkillers and the &quot;sleep&quot; effect of the Tylenol, I truly can&#039;t believe how well I am sleeping!  Just be aware that this can really make you fall asleep fast so do be ready for bed.  I&#039;ve spoken to four other people who have various pain problems and they all love this medication too.""",10,29-Sep-08,70
128172,Phentermine,Weight Loss,"""Hey everyone! I found all of these post super helpful! I just started phentermine 37.5 yesterday 04/12/2016 and I&#039;m super excited to see how it will work for me. I currently weigh 248 and it drives me crazy that I let myself gain so much weight. I have always been smaller in size &amp; I gained a lot of weight fast. I first tried toprimate but I took myself off of it because it made my face and hands feel like the pins &amp; needles after your foot falls asleep! So far with phentermine I have had a super dry mouth, hopefully that is the only side effect I have to deal with. I will re post in about a month with my progress. Wish me luck!!!""",5,14-Apr-16,14
